date,strategyNormalized,nasdaqCompositeNormalized,sp500Normalized
2016-12-15,1.30907954,1.1636067,1.14339225
2016-12-16,1.29953586,1.15940806,1.1413906
2016-12-19,1.30805998,1.16373248,1.14364499
2016-12-20,1.31696436,1.16938328,1.14780501
2016-12-21,1.31483762,1.16671572,1.14498444
2016-12-22,1.30764439,1.16159583,1.14285136
2016-12-23,1.30901798,1.16485198,1.14428188
2016-12-27,1.32065684,1.17012961,1.14685466
2016-12-28,1.30108394,1.15970657,1.13727093
2016-12-29,1.29726822,1.15832688,1.13693737
2016-12-30,1.27216896,1.14788468,1.13166533
2017-01-03,1.29190131,1.15768508,1.14126929
2017-01-04,1.30487716,1.16790342,1.14779995
2017-01-05,1.31838388,1.17023623,1.14691537
2017-01-06,1.33853376,1.17729869,1.15094903
2017-01-09,1.34600545,1.17959308,1.14686478
2017-01-10,1.35136074,1.18385784,1.14686478
2017-01-11,1.35783254,1.18638046,1.15010999
2017-01-12,1.35207229,1.1829346,1.14764322
2017-01-13,1.36013208,1.1886131,1.14976618
2017-01-17,1.35031137,1.18106659,1.14635424
2017-01-18,1.35533812,1.18467455,1.14837613
2017-01-19,1.3540959,1.18135448,1.14423129
2017-01-20,1.35863748,1.18460636,1.14808304
2017-01-23,1.35914114,1.18409669,1.14499456
2017-01-24,1.37338224,1.19433637,1.15251098
2017-01-25,1.39097203,1.20614546,1.16176114
2017-01-26,1.39198129,1.20589817,1.1609068
2017-01-27,1.3943894,1.20709222,1.15990091
2017-01-30,1.38347198,1.19705515,1.15293044
2017-01-31,1.38070193,1.19728547,1.15190444
2017-02-01,1.38963546,1.20322624,1.15224812
2017-02-02,1.38834842,1.20185092,1.15290526
2017-02-03,1.39212328,1.20836956,1.16128084
2017-02-06,1.39299609,1.20768289,1.15882432
2017-02-07,1.39616389,1.20995823,1.15908717
2017-02-08,1.39687052,1.21171317,1.15989079
2017-02-09,1.39846738,1.21869244,1.16656312
2017-02-10,1.39992481,1.22273323,1.17072314
2017-02-13,1.40235717,1.22909413,1.17686457
2017-02-14,1.40378527,1.23306246,1.18158066
2017-02-15,1.40640704,1.24092456,1.18747948
2017-02-16,1.40620964,1.23995645,1.18645336
2017-02-17,1.40818944,1.24500596,1.18844489
2017-02-21,1.41033775,1.2508423,1.19563268
2017-02-22,1.41044846,1.24970781,1.19433877
2017-02-23,1.40864588,1.24435125,1.19483918
2017-02-24,1.40950612,1.24644105,1.19662351
2017-02-27,1.40998968,1.24997863,1.19784165
2017-02-28,1.40850647,1.24220399,1.19475316
2017-03-01,1.41359021,1.25896231,1.21109004
2017-03-02,1.41117459,1.24983369,1.2039932
2017-03-03,1.41201091,1.2518658,1.20459987
2017-03-06,1.41087126,1.2472663,1.2006521
2017-03-07,1.41004602,1.24401443,1.19715415
2017-03-08,1.41084603,1.24478627,1.1944196
2017-03-09,1.4111767,1.245055,1.19537501
2017-03-10,1.41313456,1.2499424,1.19928229
2017-03-13,1.41383905,1.25293835,1.19972199
2017-03-14,1.41265071,1.24889536,1.1956681
2017-03-15,1.41555276,1.25811363,1.20568152
2017-03-16,1.41519617,1.25826502,1.20372023
2017-03-17,1.41499894,1.25831625,1.20213816
2017-03-20,1.41534361,1.25842922,1.19972199
2017-03-21,1.40806252,1.23546357,1.18483587
2017-03-22,1.41121899,1.24139373,1.18707508
2017-03-23,1.40999255,1.24055139,1.18581646
2017-03-24,1.41094032,1.24290773,1.18481563
2017-03-27,1.41161019,1.24538767,1.18360761
2017-03-28,1.41448345,1.25280195,1.19219051
2017-03-29,1.41666999,1.25758054,1.19348442
2017-03-30,1.41743985,1.26116081,1.19698743
2017-03-31,1.41708213,1.26060647,1.19428817
2017-04-03,1.41670078,1.25696862,1.192327
2017-04-04,1.41743459,1.25780658,1.19299413
2017-04-05,1.41544032,1.2505288,1.1893497
2017-04-06,1.4156647,1.2536144,1.19164456
2017-04-07,1.41537984,1.25337128,1.19065892
2017-04-10,1.41547105,1.2540366,1.19147772
2017-04-11,1.41336837,1.25101712,1.18976928
2017-04-12,1.4114126,1.24448994,1.18529581
2017-04-13,1.40949446,1.23787738,1.17721838
2017-04-17,1.41329557,1.24888901,1.18735817
2017-04-18,1.41253829,1.24732815,1.18391082
2017-04-19,1.41327141,1.25021956,1.18187881
2017-04-20,1.41724418,1.26168109,1.19081058
2017-04-21,1.41710505,1.26034628,1.18719639
2017-04-24,1.42284902,1.27597657,1.20006568
2017-04-25,1.42636119,1.28486227,1.2073749
2017-04-26,1.42563756,1.28480678,1.20678848
2017-04-27,1.4285681,1.28986264,1.20745573
2017-04-28,1.4285681,1.28957901,1.20514569
2017-05-01,1.4285681,1.29895939,1.20723335
2017-05-02,1.4285681,1.2997633,1.20866882
2017-05-03,1.4285681,1.29489715,1.20713216
2017-05-04,1.4285681,1.29549209,1.20783484
2017-05-05,1.4285681,1.30091258,1.21277331
2017-05-08,1.4285681,1.30131782,1.21281872
2017-05-09,1.4285681,1.3051411,1.21157528
2017-05-10,1.4285681,1.30696435,1.21294509
2017-05-11,1.4285681,1.30415384,1.21032172
2017-05-12,1.4285681,1.3052776,1.20853233
2017-05-15,1.4285681,1.31134207,1.2143049
2017-05-16,1.4285681,1.31564952,1.2134708
2017-05-17,1.4285681,1.28182363,1.19141206
2017-05-18,1.4285681,1.29118256,1.19580458
2017-05-19,1.4285681,1.29727484,1.20389719
2017-05-22,1.4285681,1.30791965,1.21010946
2017-05-23,1.4285681,1.309005,1.21233349
2017-05-24,1.4285681,1.31418882,1.21535114
2017-05-25,1.4285681,1.32319593,1.22074966
2017-05-26,1.4285681,1.32424723,1.22112877
2017-05-30,1.4285681,1.32275457,1.21965777
2017-05-31,1.4285681,1.32175876,1.21909676
2017-06-01,1.4285681,1.33206029,1.22832668
2017-06-02,1.4285681,1.34463487,1.23288099
2017-06-05,1.4285681,1.34247698,1.23137975
2017-06-06,1.4285681,1.33807999,1.2279577
2017-06-07,1.4285681,1.34283942,1.22988345
2017-06-08,1.4285681,1.34803813,1.23021208
2017-06-09,1.4285681,1.32376318,1.22919102
2017-06-12,1.4285681,1.31684149,1.22798793
2017-06-13,1.4285681,1.32641803,1.233528
2017-06-14,1.4285681,1.32098473,1.23229962
2017-06-15,1.4285681,1.31471765,1.22953976
2017-06-16,1.4285681,1.31178771,1.22988851
2017-06-19,1.4285681,1.33039271,1.24015467
2017-06-20,1.4285681,1.31952185,1.2318498
2017-06-21,1.4285681,1.32931381,1.23113207
2017-06-22,1.4285681,1.32989803,1.23057095
2017-06-23,1.4285681,1.33598812,1.23249176
2017-06-26,1.4285681,1.33212849,1.23288099
2017-06-27,1.4285681,1.31069174,1.22292815
2017-06-28,1.4285681,1.3294119,1.23369979
2017-06-29,1.4285681,1.31020769,1.22308994
2017-06-30,1.4285681,1.30936963,1.22496522
2017-07-03,1.4285681,1.30289575,1.22779591
2017-07-05,1.4285681,1.31159582,1.22958024
2017-07-06,1.4285681,1.29850304,1.21806052
2017-07-07,1.4285681,1.31206925,1.22585991
2017-07-10,1.4285681,1.31703983,1.22699723
2017-07-11,1.4285681,1.32064561,1.22603688
2017-07-12,1.4285681,1.33511809,1.23499382
2017-07-13,1.4285681,1.33794776,1.23730892
2017-07-14,1.4285681,1.34605725,1.24309149
2017-07-17,1.4285681,1.34647519,1.24302571
2017-07-18,1.4285681,1.35284671,1.24376887
2017-07-19,1.4285681,1.36153188,1.25045119
2017-07-20,1.4285681,1.36258953,1.25025905
2017-07-21,1.4285681,1.36210975,1.24979911
2017-07-24,1.4285681,1.36702702,1.24846966
2017-07-25,1.4285681,1.367317,1.25211915
2017-07-26,1.4285681,1.36957307,1.25247308
2017-07-27,1.4285681,1.36092413,1.25125481
2017-07-28,1.4285681,1.35932277,1.24957673
2017-07-31,1.4285681,1.35365916,1.24866686
2017-08-01,1.4285681,1.3568193,1.25172499
2017-08-02,1.4285681,1.35675746,1.25234165
2017-08-03,1.4285681,1.35200011,1.24960697
2017-08-04,1.4285681,1.35439268,1.2519676
2017-08-07,1.4285681,1.36126106,1.25402984
2017-08-08,1.4285681,1.35842286,1.25100207
2017-08-09,1.4285681,1.35455688,1.2505472
2017-08-10,1.4285681,1.3256717,1.23244623
2017-08-11,1.4285681,1.33413509,1.2340183
2017-08-14,1.4285681,1.35197668,1.24641247
2017-08-15,1.4285681,1.35043706,1.24579075
2017-08-16,1.4285681,1.35301726,1.2475599
2017-08-17,1.4285681,1.32674642,1.22830138
2017-08-18,1.4285681,1.32559912,1.226047
2017-08-21,1.4285681,1.32487414,1.22747246
2017-08-22,1.4285681,1.34286077,1.2396745
2017-08-23,1.4285681,1.33879436,1.23539317
2017-08-24,1.4285681,1.33728462,1.23283039
2017-08-25,1.4285681,1.33607131,1.23489275
2017-08-28,1.4285681,1.33977736,1.23549424
2017-08-29,1.4285681,1.34380118,1.23653554
2017-08-30,1.4285681,1.35796442,1.24224233
2017-08-31,1.4285681,1.37083334,1.24934917
2017-09-01,1.4285681,1.37225562,1.25182606
2017-09-05,1.4285681,1.35951247,1.24237376
2017-09-06,1.4285681,1.36329536,1.24626081
2017-09-07,1.4285681,1.36426774,1.24603843
2017-09-08,1.4285681,1.3562329,1.24418326
2017-09-11,1.4285681,1.37160091,1.25766934
2017-09-12,1.4285681,1.37629641,1.26190007
2017-09-13,1.4285681,1.37755668,1.26285548
2017-09-14,1.4285681,1.37092288,1.26146544
2017-09-15,1.4285681,1.37505759,1.26379559
2017-09-18,1.4285681,1.37637325,1.26563558
2017-09-19,1.4285681,1.37779761,1.26704068
2017-09-20,1.4285681,1.37667176,1.26784443
2017-09-21,1.4285681,1.36956026,1.26398268
2017-09-22,1.4285681,1.37046225,1.26480148
2017-09-25,1.4285681,1.35845055,1.26199102
2017-09-26,1.4285681,1.3604913,1.2620821
2017-09-27,1.4285681,1.3760789,1.26723789
2017-09-28,1.4285681,1.37611951,1.26876442
2017-09-29,1.4285681,1.3851842,1.27346533
2017-10-02,1.4285681,1.38961107,1.27839874
2017-10-03,1.4285681,1.39280745,1.2811586
2017-10-04,1.4285681,1.39343009,1.28275584
2017-10-05,1.4285681,1.40424764,1.28999929
2017-10-06,1.4285681,1.40527551,1.2886143
2017-10-09,1.4285681,1.40304713,1.28628909
2017-10-10,1.4285681,1.40465069,1.28927638
2017-10-11,1.4285681,1.40812642,1.2916016
2017-10-12,1.4285681,1.40555903,1.28942299
2017-10-13,1.4285681,1.40860621,1.29055524
2017-10-16,1.4285681,1.41248718,1.29281468
2017-10-17,1.4285681,1.41241471,1.2936842
2017-10-18,1.4285681,1.41253413,1.29464455
2017-10-19,1.4285681,1.40845055,1.29506919
2017-10-20,1.4285681,1.41356399,1.30169585
2017-10-23,1.4285681,1.40456114,1.29652489
2017-10-24,1.4285681,1.40703472,1.29862255
2017-10-25,1.4285681,1.39966948,1.292567
2017-10-26,1.4285681,1.3981512,1.29420979
2017-10-27,1.4285681,1.42896188,1.30465797
2017-10-30,1.4285681,1.42847147,1.30049289
2017-10-31,1.4285681,1.43459352,1.30172115
2017-11-01,1.4285681,1.43221802,1.30379364
2017-11-02,1.4285681,1.43187901,1.30404131
2017-11-03,1.4285681,1.44243428,1.30808003
2017-11-06,1.4285681,1.44712551,1.30974292
2017-11-07,1.4285681,1.44314646,1.30949525
2017-11-08,1.4285681,1.44769703,1.31138571
2017-11-09,1.4285681,1.43936576,1.30645242
2017-11-10,1.4285681,1.43955557,1.30527969
2017-11-13,1.4285681,1.44097577,1.30656361
2017-11-14,1.4285681,1.43676859,1.30354596
2017-11-15,1.4285681,1.43001745,1.29634299
2017-11-16,1.4285681,1.44858621,1.30696789
2017-11-17,1.4285681,1.44634721,1.30353584
2017-11-20,1.4285681,1.44803604,1.30519874
2017-11-21,1.4285681,1.46334012,1.31373623
2017-11-22,1.4285681,1.4643807,1.31275058
2017-11-24,1.4285681,1.46902934,1.31544972
2017-11-27,1.4285681,1.46676046,1.31494425
2017-11-28,1.4285681,1.4739764,1.32789449
2017-11-29,1.4285681,1.45521793,1.3274042
2017-11-30,1.4285681,1.46579027,1.3382769
2017-12-01,1.4285681,1.46016498,1.33556752
2017-12-04,1.4285681,1.44476501,1.33416229
2017-12-05,1.4285681,1.44195876,1.32917335
2017-12-06,1.4285681,1.44498033,1.32902169
2017-12-07,1.4285681,1.45275497,1.33291885
2017-12-08,1.4285681,1.45856362,1.34025831
2017-12-11,1.4285681,1.46602694,1.34454976
2017-12-12,1.4285681,1.46330597,1.34663237
2017-12-13,1.4285681,1.46618041,1.34599547
2017-12-14,1.4285681,1.46207132,1.34051611
2017-12-15,1.4285681,1.47914106,1.35254636
2017-12-18,1.4285681,1.49154717,1.35979981
2017-12-19,1.4285681,1.48495606,1.35540729
2017-12-20,1.4285681,1.48433978,1.35428515
2017-12-21,1.4285681,1.485278,1.3569743
2017-12-22,1.4285681,1.48412654,1.35635258
2017-12-26,1.4285681,1.47907068,1.35491699
2017-12-27,1.4285681,1.47972955,1.35598865
2017-12-28,1.4285681,1.48203685,1.35847553
2017-12-29,1.4285681,1.47206371,1.35143435
2018-01-02,1.4285681,1.49413591,1.36265579
2018-01-03,1.4285681,1.50663802,1.37137518
2018-01-04,1.4285681,1.50927798,1.37689995
2018-01-05,1.4285681,1.52178435,1.38658475
2018-01-08,1.4285681,1.52622611,1.38888973
2018-01-09,1.4285681,1.52754604,1.39069936
2018-01-10,1.4285681,1.52541148,1.38915258
2018-01-11,1.4285681,1.53782404,1.39892339
2018-01-12,1.4285681,1.54833246,1.40836557
2018-01-16,1.4285681,1.54036374,1.4034018
2018-01-17,1.4285681,1.55626911,1.4166149
2018-01-18,1.4285681,1.5557936,1.4143251
2018-01-19,1.4285681,1.56439349,1.42052725
2018-01-22,1.4285681,1.57967196,1.43198625
2018-01-23,1.4285681,1.59081582,1.43509992
2018-01-24,1.4285681,1.58117108,1.43429629
2018-01-25,1.4285681,1.58033947,1.43516063
2018-01-26,1.4285681,1.60051387,1.45215465
2018-01-29,1.4285681,1.5921421,1.44237878
2018-01-30,1.4285681,1.57848853,1.42665856
2018-01-31,1.4285681,1.58040767,1.42735618
2018-02-01,1.4285681,1.5749445,1.42643112
2018-02-02,1.4285681,1.54404428,1.39617859
2018-02-05,1.4285681,1.48574071,1.33896428
2018-02-06,1.43964671,1.51737456,1.36231704
2018-02-07,1.43392687,1.50374869,1.3555033
2018-02-08,1.41783911,1.44514671,1.30462256
2018-02-09,1.43918581,1.46590116,1.32410852
2018-02-12,1.46194714,1.48881777,1.34253294
2018-02-13,1.46848805,1.49554538,1.34604088
2018-02-14,1.4945146,1.52328983,1.36408114
2018-02-15,1.52146139,1.54734519,1.38054439
2018-02-16,1.51490498,1.54372869,1.38105998
2018-02-20,1.51705201,1.54262835,1.37299267
2018-02-21,1.5127703,1.53919947,1.36544601
2018-02-22,1.51242295,1.53746368,1.36677534
2018-02-23,1.54320305,1.56460892,1.38868253
2018-02-26,1.56333583,1.58253578,1.40500929
2018-02-27,1.54462723,1.56310772,1.387156
2018-02-28,1.53493927,1.55088059,1.37176441
2018-03-01,1.51153844,1.53116682,1.35348647
2018-03-02,1.52459834,1.54765224,1.36035081
2018-03-05,1.54064825,1.56318445,1.37535824
2018-03-06,1.54681706,1.57199113,1.37898762
2018-03-07,1.55012375,1.57724534,1.37832036
2018-03-08,1.55840884,1.58391975,1.38447191
2018-03-09,1.58952499,1.61225049,1.40853241
2018-03-12,1.59759623,1.61811661,1.40673797
2018-03-13,1.57607577,1.60163119,1.39778608
2018-03-14,1.57558862,1.59860327,1.38978442
2018-03-15,1.57396858,1.59538982,1.38869771
2018-03-16,1.56915998,1.59544312,1.39106328
2018-03-19,1.53739455,1.56606962,1.37130435
2018-03-20,1.54210249,1.57034708,1.37333635
2018-03-21,1.53471214,1.56629348,1.37080394
2018-03-22,1.50097551,1.5282071,1.33631055
2018-03-23,1.46798079,1.49110154,1.30829228
2018-03-26,1.5373385,1.53969206,1.34382191
2018-03-27,1.48383217,1.49454323,1.32060563
2018-03-28,1.46496617,1.4818385,1.31675388
2018-03-29,1.4962868,1.50619457,1.33488521
2018-04-02,1.45112684,1.46496929,1.30506731
2018-04-03,1.46918561,1.48014322,1.32153056
2018-04-04,1.49581128,1.501644,1.33681602
2018-04-05,1.50535542,1.5089879,1.34599041
2018-04-06,1.46579634,1.4745628,1.31648596
2018-04-09,1.47647892,1.48207517,1.32087848
2018-04-10,1.51474657,1.51277287,1.34297276
2018-04-11,1.5047137,1.50738435,1.33555234
2018-04-12,1.52559054,1.52257119,1.34657165
2018-04-13,1.51629427,1.51540638,1.3426846
2018-04-16,1.52890488,1.52598935,1.35357248
2018-04-17,1.56886522,1.55260575,1.3680036
2018-04-18,1.57241687,1.55562097,1.36914091
2018-04-19,1.55537417,1.54342799,1.36130104
2018-04-20,1.52730647,1.523825,1.34968025
2018-04-23,1.52210239,1.52008699,1.34975615
2018-04-24,1.48697083,1.49423191,1.33169565
2018-04-25,1.4885054,1.49346215,1.33414206
2018-04-26,1.52521627,1.51797169,1.34806277
2018-04-27,1.52591629,1.51821044,1.349564
2018-04-30,1.51299692,1.50679586,1.33851446
2018-05-01,1.53271914,1.52053481,1.34192639
2018-05-02,1.522229,1.51418026,1.33225666
2018-05-03,1.52168433,1.51146148,1.32925418
2018-05-04,1.5561985,1.53736352,1.3462835
2018-05-07,1.57084212,1.54921738,1.35093887
2018-05-08,1.56866412,1.54957774,1.35058001
2018-05-09,1.58919471,1.56514628,1.36365662
2018-05-10,1.60921847,1.57901955,1.37643496
2018-05-11,1.60709633,1.57857381,1.37878535
2018-05-14,1.6096173,1.58037352,1.3800035
2018-05-15,1.58824512,1.56764537,1.37056132
2018-05-16,1.60074817,1.57759716,1.37612657
