date,equity
2022-10-11,13324.190833607976
2022-10-12,13324.190833607976
2022-10-13,13324.190833607976
2022-10-14,13324.190833607976
2022-10-17,13324.190833607976
2022-10-18,13324.190833607976
2022-10-19,13324.190833607976
2022-10-20,13324.190833607976
2022-10-21,13324.190833607976
2022-10-24,13324.190833607976
2022-10-25,13324.190833607976
2022-10-26,13324.190833607976
2022-10-27,13324.190833607976
2022-10-28,13324.190833607976
2022-10-31,13324.190833607976
2022-11-01,13324.190833607976
2022-11-02,13324.190833607976
2022-11-03,13324.190833607976
2022-11-04,13324.190833607976
2022-11-07,13324.190833607976
2022-11-08,13324.190833607976
2022-11-09,13324.190833607976
2022-11-10,13324.190833607976
2022-11-11,13324.190833607976
2022-11-14,13324.190833607976
2022-11-15,13324.190833607976
2022-11-16,13324.190833607976
2022-11-17,13324.190833607976
2022-11-18,13324.190833607976
2022-11-21,13324.190833607976
2022-11-22,13324.190833607976
2022-11-23,13324.190833607976
2022-11-25,13324.190833607976
2022-11-28,13324.190833607976
2022-11-29,13324.190833607976
2022-11-30,13324.190833607976
2022-12-01,13324.190833607976
2022-12-02,13324.190833607976
2022-12-05,13324.190833607976
2022-12-06,13324.190833607976
2022-12-07,13324.190833607976
2022-12-08,13324.190833607976
2022-12-09,13324.190833607976
2022-12-12,13324.190833607976
2022-12-13,13324.190833607976
2022-12-14,13324.190833607976
2022-12-15,13324.190833607976
2022-12-16,13324.190833607976
2022-12-19,13324.190833607976
2022-12-20,13324.190833607976
2022-12-21,13324.190833607976
2022-12-22,13324.190833607976
2022-12-23,13324.190833607976
2022-12-27,13324.190833607976
2022-12-28,13324.190833607976
2022-12-29,13324.190833607976
2022-12-30,13324.190833607976
2023-01-03,13324.190833607976
2023-01-04,13324.190833607976
2023-01-05,13324.190833607976
2023-01-06,13324.190833607976
2023-01-09,13324.190833607976
2023-01-10,13324.190833607976
2023-01-11,13324.190833607976
2023-01-12,13324.190833607976
2023-01-13,13324.190833607976
2023-01-17,13324.190833607976
2023-01-18,13324.190833607976
2023-01-19,13324.190833607976
2023-01-20,13324.190833607976
2023-01-23,13324.190833607976
2023-01-24,13324.190833607976
2023-01-25,13324.190833607976
2023-01-26,13324.190833607976
2023-01-27,13324.190833607976
2023-01-30,13324.190833607976
2023-01-31,13324.190833607976
2023-02-01,13324.190833607976
2023-02-02,13324.190833607976
2023-02-03,13324.190833607976
2023-02-06,13324.190833607976
2023-02-07,13324.190833607976
2023-02-08,13324.190833607976
2023-02-09,13324.190833607976
2023-02-10,13324.190833607976
2023-02-13,13324.190833607976
2023-02-14,13324.190833607976
2023-02-15,13324.190833607976
2023-02-16,13324.190833607976
2023-02-17,13324.190833607976
2023-02-21,13324.190833607976
2023-02-22,13327.922407935868
2023-02-23,13349.646338215744
2023-02-24,13311.61244594273
2023-02-27,13339.142636470213
2023-02-28,13338.86502211859
2023-03-01,13322.678834587154
2023-03-02,13346.044403746137
2023-03-03,13398.041250379854
2023-03-06,13409.933000729425
2023-03-07,13389.431059365726
2023-03-08,13403.146620366357
2023-03-09,13368.986572651065
2023-03-10,13333.66974884647
2023-03-13,13367.510613579372
2023-03-14,13419.363224531307
2023-03-15,13431.824539762818
2023-03-16,13460.089284547408
2023-03-17,13459.558855591002
2023-03-20,13469.621615401054
2023-03-21,13472.74593795983
2023-03-22,13471.980850802582
2023-03-23,13473.275646061555
2023-03-24,13473.375804096651
2023-03-27,13473.379374434056
2023-03-28,13473.379374434056
2023-03-29,13473.379374434056
2023-03-30,13473.379374434056
2023-03-31,13473.379374434056
2023-04-03,13473.379374434056
2023-04-04,13473.379374434056
2023-04-05,13473.379374434056
2023-04-06,13473.379374434056
2023-04-10,13473.379374434056
2023-04-11,13473.379374434056
2023-04-12,13473.379374434056
2023-04-13,13473.379374434056
2023-04-14,13473.379374434056
2023-04-17,13473.379374434056
2023-04-18,13473.379374434056
2023-04-19,13473.379374434056
2023-04-20,13473.379374434056
2023-04-21,13473.379374434056
2023-04-24,13473.379374434056
2023-04-25,13473.379374434056
2023-04-26,13487.317097459567
2023-04-27,13529.043214187497
2023-04-28,13538.927707396888
2023-05-01,13545.910066716553
2023-05-02,13538.792545102931
2023-05-03,13534.833008074944
2023-05-04,13538.256179425221
2023-05-05,13558.947814116216
2023-05-08,13564.935123458334
2023-05-09,13563.584360233539
2023-05-10,13570.292415390251
2023-05-11,13572.121277335096
2023-05-12,13572.028350657867
2023-05-15,13575.083375042925
2023-05-16,13575.632670003051
2023-05-17,13576.449270583264
2023-05-18,13576.710976011953
2023-05-19,13576.720335427675
2023-05-22,13576.733273134794
2023-05-23,13576.733163152818
2023-05-24,13576.733287808469
2023-05-25,13576.733332873304
2023-05-26,13576.733332873493
2023-05-30,13576.733332873493
2023-05-31,13576.733332873493
2023-06-01,13576.733332873493
2023-06-02,13576.733332873493
2023-06-05,13576.733332873493
2023-06-06,13576.733332873493
2023-06-07,13576.733332873493
2023-06-08,13576.733332873493
2023-06-09,13576.733332873493
2023-06-12,13576.733332873493
2023-06-13,13576.733332873493
2023-06-14,13576.733332873493
2023-06-15,13576.733332873493
2023-06-16,13576.733332873493
2023-06-20,13576.733332873493
2023-06-21,13576.733332873493
2023-06-22,13576.733332873493
2023-06-23,13576.733332873493
2023-06-26,13576.733332873493
2023-06-27,13576.733332873493
2023-06-28,13576.733332873493
2023-06-29,13576.733332873493
2023-06-30,13576.733332873493
2023-07-03,13576.733332873493
2023-07-05,13576.733332873493
2023-07-06,13576.733332873493
2023-07-07,13576.733332873493
2023-07-10,13576.733332873493
2023-07-11,13576.733332873493
2023-07-12,13576.733332873493
2023-07-13,13576.733332873493
2023-07-14,13576.733332873493
2023-07-17,13576.733332873493
2023-07-18,13576.733332873493
2023-07-19,13576.733332873493
2023-07-20,13576.733332873493
2023-07-21,13576.733332873493
2023-07-24,13576.733332873493
2023-07-25,13576.733332873493
2023-07-26,13576.733332873493
2023-07-27,13576.733332873493
2023-07-28,13576.733332873493
2023-07-31,13576.733332873493
2023-08-01,13576.733332873493
2023-08-02,13576.733332873493
2023-08-03,13576.733332873493
2023-08-04,13576.733332873493
2023-08-07,13616.060730534682
2023-08-08,13591.184320991157
2023-08-09,13550.701189979334
2023-08-10,13561.952181784736
2023-08-11,13535.750452601682
2023-08-14,13591.484900761714
2023-08-15,13551.809175697384
2023-08-16,13498.07287780359
2023-08-17,13433.720425196974
2023-08-18,13431.520349285702
2023-08-21,13537.387047616186
2023-08-22,13534.859297296969
2023-08-23,13610.558009247261
2023-08-24,13497.458537185896
2023-08-25,13553.758890198429
2023-08-28,13614.566217182117
2023-08-29,13678.057090777722
2023-08-30,13689.794274087515
2023-08-31,13695.714089147783
2023-09-01,13697.590987655953
2023-09-05,13702.2954448877
2023-09-06,13702.296882466535
2023-09-07,13702.296882466535
2023-09-08,13702.296882466535
2023-09-11,13702.296882466535
2023-09-12,13702.296882466535
2023-09-13,13702.296882466535
2023-09-14,13702.296882466535
2023-09-15,13702.296882466535
2023-09-18,13715.34702751093
2023-09-19,13711.794797487573
2023-09-20,13649.97014182294
2023-09-21,13544.740521972793
2023-09-22,13551.487664648032
2023-09-25,13591.384031852647
2023-09-26,13497.899270620106
2023-09-27,13515.52857020288
2023-09-28,13571.515525005447
2023-09-29,13583.523971075976
2023-10-02,13643.925646536962
2023-10-03,13525.318766305189
2023-10-04,13619.309711255453
2023-10-05,13601.50249781561
2023-10-06,13699.646434165532
2023-10-09,13741.359037960543
2023-10-10,13769.867381409731
2023-10-11,13797.738858091905
2023-10-12,13794.243572746916
2023-10-13,13755.85383122994
2023-10-16,13820.207550826497
2023-10-17,13824.93392939486
2023-10-18,13798.944563866395
2023-10-19,13750.865094297547
2023-10-20,13653.347876903554
2023-10-23,13683.894521230834
2023-10-24,13746.192539873147
2023-10-25,13567.244625386547
2023-10-26,13413.773480239457
2023-10-27,13453.571459518014
2023-10-30,13544.430283737558
2023-10-31,13588.674732834686
2023-11-01,13714.644132008116
2023-11-02,13826.479700826188
2023-11-03,13891.942165945291
2023-11-06,13927.399410375592
2023-11-07,13969.476590440525
2023-11-08,13977.390623508873
2023-11-09,13954.508013157618
2023-11-10,14019.850831929785
2023-11-13,14030.55431309375
2023-11-14,14050.619438632004
2023-11-15,14052.602951410796
2023-11-16,14053.80927720777
2023-11-17,14054.57008380693
2023-11-20,14055.603982443623
2023-11-21,14055.603982443623
2023-11-22,14055.603982443623
2023-11-24,14055.603982443623
2023-11-27,14055.603982443623
2023-11-28,14055.603982443623
2023-11-29,14055.603982443623
2023-11-30,14055.603982443623
2023-12-01,14055.603982443623
2023-12-04,14055.603982443623
2023-12-05,14055.603982443623
2023-12-06,14055.603982443623
2023-12-07,14055.603982443623
2023-12-08,14055.603982443623
2023-12-11,14055.603982443623
2023-12-12,14055.603982443623
2023-12-13,14055.603982443623
2023-12-14,14055.603982443623
2023-12-15,14055.603982443623
2023-12-18,14055.603982443623
2023-12-19,14055.603982443623
2023-12-20,14055.603982443623
2023-12-21,14055.603982443623
2023-12-22,14055.603982443623
2023-12-26,14055.603982443623
2023-12-27,14055.603982443623
2023-12-28,14055.603982443623
2023-12-29,14055.603982443623
2024-01-02,14055.603982443623
2024-01-03,14055.603982443623
2024-01-04,14038.565030577858
2024-01-05,14047.847292733644
2024-01-08,14119.620994185329
2024-01-09,14127.92681933666
2024-01-10,14143.713507371478
2024-01-11,14149.311766155011
2024-01-12,14152.653181579428
2024-01-16,14163.436962241907
2024-01-17,14158.304596052956
2024-01-18,14174.567766075714
2024-01-19,14183.711853647637
2024-01-22,14185.472126310906
2024-01-23,14186.178283216323
2024-01-24,14186.450346945849
2024-01-25,14186.526304763516
2024-01-26,14186.564161573247
2024-01-29,14186.60135244448
2024-01-30,14186.601343834916
2024-01-31,14186.595976563804
2024-02-01,14186.601396457048
2024-02-02,14186.601421591084
2024-02-05,14186.601421591247
2024-02-06,14186.601421591247
2024-02-07,14186.601421591247
2024-02-08,14186.601421591247
2024-02-09,14186.601421591247
2024-02-12,14186.601421591247
2024-02-13,14186.601421591247
2024-02-14,14186.601421591247
2024-02-15,14186.601421591247
2024-02-16,14186.601421591247
2024-02-20,14186.601421591247
2024-02-21,14186.601421591247
2024-02-22,14186.601421591247
2024-02-23,14186.601421591247
2024-02-26,14186.601421591247
2024-02-27,14186.601421591247
2024-02-28,14186.601421591247
2024-02-29,14186.601421591247
2024-03-01,14186.601421591247
2024-03-04,14186.601421591247
2024-03-05,14186.601421591247
2024-03-06,14186.601421591247
2024-03-07,14186.601421591247
2024-03-08,14186.601421591247
2024-03-11,14186.601421591247
2024-03-12,14186.601421591247
2024-03-13,14186.601421591247
2024-03-14,14186.601421591247
2024-03-15,14186.601421591247
2024-03-18,14234.732988383239
2024-03-19,14246.578238809052
2024-03-20,14278.455210793252
2024-03-21,14291.025600354513
2024-03-22,14299.231107689013
2024-03-25,14302.344167338468
2024-03-26,14299.328283033934
2024-03-27,14307.675775867872
2024-03-28,14306.979517409854
2024-04-01,14320.883505814278
2024-04-02,14310.359711374878
2024-04-03,14319.65580290364
2024-04-04,14289.673720872705
2024-04-05,14318.024428262728
2024-04-08,14327.942527448566
2024-04-09,14334.17794528248
2024-04-10,14329.674823174973
2024-04-11,14338.414621500766
2024-04-12,14333.44083805229
2024-04-15,14329.925701601713
2024-04-16,14337.620251893994
2024-04-17,14339.51901735192
2024-04-18,14321.136331844978
2024-04-19,14206.297295407006
2024-04-22,14276.203871665039
2024-04-23,14347.270166789329
2024-04-24,14365.087148160419
2024-04-25,14347.64557530905
2024-04-26,14402.276067464856
2024-04-29,14425.6065541491
2024-04-30,14362.850763365805
2024-05-01,14341.602803827613
2024-05-02,14396.920282088204
2024-05-03,14448.072718878404
2024-05-06,14468.656658001448
2024-05-07,14470.746811728113
2024-05-08,14472.59859630415
2024-05-09,14475.25022790042
2024-05-10,14477.59189533492
2024-05-13,14480.288028405774
2024-05-14,14480.845558543271
2024-05-15,14480.948601074857
2024-05-16,14480.95022784876
2024-05-17,14480.950527326311
2024-05-20,14480.950535550044
2024-05-21,14480.950535550044
2024-05-22,14480.950535550044
2024-05-23,14480.950535550044
2024-05-24,14480.950535550044
2024-05-28,14480.950535550044
2024-05-29,14480.950535550044
2024-05-30,14480.950535550044
2024-05-31,14480.950535550044
2024-06-03,14480.950535550044
2024-06-04,14480.950535550044
2024-06-05,14480.950535550044
2024-06-06,14480.950535550044
2024-06-07,14480.950535550044
2024-06-10,14480.950535550044
2024-06-11,14480.950535550044
2024-06-12,14480.950535550044
2024-06-13,14480.950535550044
2024-06-14,14480.950535550044
2024-06-17,14480.950535550044
2024-06-18,14480.950535550044
2024-06-20,14480.950535550044
2024-06-21,14480.950535550044
2024-06-24,14480.950535550044
2024-06-25,14480.950535550044
2024-06-26,14480.950535550044
2024-06-27,14480.950535550044
2024-06-28,14480.950535550044
2024-07-01,14480.950535550044
2024-07-02,14480.950535550044
2024-07-03,14480.950535550044
2024-07-05,14480.950535550044
2024-07-08,14480.950535550044
2024-07-09,14480.950535550044
2024-07-10,14480.950535550044
2024-07-11,14480.950535550044
2024-07-12,14480.950535550044
2024-07-15,14480.950535550044
2024-07-16,14480.950535550044
2024-07-17,14480.950535550044
2024-07-18,14461.562817563574
2024-07-19,14403.069475957927
2024-07-22,14522.350689244377
2024-07-23,14508.96735238593
2024-07-24,14149.441448190664
2024-07-25,14018.216499276552
2024-07-26,14137.273872382197
2024-07-29,14186.56917197383
2024-07-30,14016.904182880466
2024-07-31,14337.47637035431
2024-08-01,14052.848275341088
2024-08-02,13695.627025775279
2024-08-05,13230.709462839397
2024-08-06,13361.362911878457
2024-08-07,13190.405369007001
2024-08-08,13652.612010766536
2024-08-09,13728.602780614516
2024-08-12,13780.480200207416
2024-08-13,14155.530963494506
2024-08-14,14178.345229709228
2024-08-15,14495.465785476998
